#key	synopsis
Densha de Go! 64 (Japan)	Densha De Go!! 64 is a train simulation game that puts players in the role of a train operator, tasked with navigating various real-life train routes throughout Japan. The game includes a variety of real-life train routes from across Japan, each with its own unique characteristics and challenges. These routes range from short urban commuter lines to long-distance express trains that travel through scenic countryside. Players must control the train's speed, braking, and acceleration to ensure a smooth and timely arrival at each station. They must also pay attention to traffic signals and other regulations to avoid accidents and delays. The game provides a heads-up display that shows key information such as the train's speed, distance to the next station, and time remaining until the next scheduled stop.
Derby Stallion 64 (Japan)	A combination horse racing business simulation and horse racing game, the player designs their own stable of horses, where they can customize the presentation of horse and jockey. These horses are entered into races, where the results of which determine monetary payout for the stable. The player must use their winnings to enhance their stable, purchase better horses, and compete in higher level races.
Destruction Derby 64 (USA)	Much like other Destruction Derby titles, the aim of the game is to race through to the finish, while taking out the other cars for points and not crashing out yourself. In this addition, up to 4 players can play, with options including a straight out Derby, Capture the Flag, arena battles and much more. There are 12 single player tracks to go through, and plenty of cars to use, including a taxi car (which you must complete the game to unlock).
Dezaemon 3D (Japan)	Dezaemon 3D is more of a game creator than an actual game. While it ships with two games, what really makes the cartridge special is the editor. It is far more than a level editor - you can use it to design your own 3D shooting game! In fact, both games were done with the very same editor. Designing 3D models, doing textures and composing a hit song are no small tasks mind you, so if you are more of the impatient type, you can skip the editor and head straight for the two sample games, Solid Gear and Usagi. Both games are shooters, but that is the only thing they have in common. Solid Gear is a &quot;serious&quot; (and a difficult) shooter, where you are in a middle of a war, shooting enemy warships, tanks and even mechs. Usagi is your typically untypical Japanese weirdness where you must defend yourself against robots, missiles.. and bunnies. A whole lot of bunnies.
Diddy Kong Racing (USA) (En,Fr)	It's an island takeover when the evil space wizard, Wizpig, discovers Tiger Island! After the islands prized racetracks become sealed up, Timber Tiger contacts his friend Diddy Kong to help him reclaim the racetracks and save the island before his parents return. Along for the ride are the Kremling spy Krunch, Bumper Badger, Banjo (prior to meeting Kazooie in Banjo-Kazooie), pre-sweary Conker, Tiptup Turtle, and Pipsy Mouse. Diddy Kong Racing is a racing game with similarities to Mario Kart 64, in that you race with a variety of cheery racers while using weapons. However, the similarities end there. DKR includes an adventure mode, which features bosses, an overworld to explore, many hidden secrets, the addition of hovercrafts and planes, and a unique way of racing called the &quot;Silver Coin Challenge&quot;. In this mode, in addition to coming first, you must also find the eight Silver Coins deviously hidden throughout the courses (some in alternate paths). The game also features a strategic method of using weapons. Each colored balloon on the track matches a specific weapon, and collecting the same type of balloon multiple times in a row powers it up (to a maximum of three times). This gives the player the choice of snatching every balloon available and using it immediately, or storing the existing weapon, and using a more powerful version of it later. Up to four players can compete in the races, but in order to play new tracks, they must first be unlocked in the single player game. There are also four battle modes of play - two standard deathmatch maps, a capture-the-flag style battle where you must nab eggs and hatch three of them in your home nest, and another where you must be the first to return ten bananas to your treasure chest (with the limitation of only being able to hold two at any one time).
Die Hard 64 (USA) (Proto) (Level 1)	Die Hard 64 is a prototype of a game based in the 'Die Hard' universe. It was cancelled midway through development, redesigned for the Gamecube, and eventually released as &quot;Die Hard: Vendetta&quot;.
Dinosaur Planet (USA) (Proto) (2000-12-01)	The story would've followed the adventures of Krystal and Sabre, two anthropomorphic animals, as they traverse Dinosaur Planet to defeat General Scales, the self-proclaimed leader of a tribe known as the Sharpclaw. Overtime, Krystal and Sabre would encounter various other tribes of dinosaurs such as the Thorntail, and the Lightfoot tribes, and eventually come closer to discovering the truth behind the planet's creation
Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)	Keeping Donald content is about as easy as herding cats, but everyone's favorite fusspot really goes off the deep end when malodorous magician Merlock duck-naps Daisy. To add insult to injury, Donald's uppity cousin, Gladstone Gander, vows to rescue Daisy. Thus begins Donald's great race to reach Daisy first and foil Merlock's nefarious plans.
Donkey Kong 64 (USA)	K. Rool has kidnapped the Kongs! Can Donkey Kong rescue his friends, reclaim the Golden Bananas and save his homeland from certain doom? Take out some Kremlings with Chunky's Pineapple Launcher or Lanky's Trombone. Float through the air using Tiny's Ponytail Twirl. Even rocket to the sky with Diddy's Jetbarrel!
Doom 64 (USA)	DOOM 64 picks up where all the other DOOM games left off. After tearing through space, hell, and wherever else in the previous games, the Space Marine thought that the threat of the demons was finally past. Of course, one survived, and it is currently reanimating all of the fallen monsters in a last-ditch attempt to revitalize their evil mission. The player's task is to finally rid the universe of all the crazy hellions, from the dead guy with the pistol to the rocket-spewing Cyberdemon.
Doraemon - Nobita to 3tsu no Seireiseki (Japan)	Based on the animÃ© series of the same name, this is a 3D action game similar to Super Mario 64. Three sacred crystals were broken into pieces and scattered across the world. Controlling Doraemon, a robotic cat-like creature who can enter fantasy world
Doraemon 2 - Nobita to Hikari no Shinden (Japan)	Doraemon 2: Nobita To Hikari No Shinden is an action-adventure and exploration game based on the popular anime and manga series, Doraemon, and follows the adventures of the titular robotic cat and his human friend, Nobita. The gameplay involves exploration and puzzle-solving, as players navigate through various levels to collect items, defeat enemies, and solve challenges. The game features multiple playable characters, including Doraemon, Nobita, and their friends, each with unique abilities and skills. The plot of the game revolves around the discovery of a hidden temple, where a mysterious treasure is said to be hidden. Doraemon and his friends embark on a quest to find the treasure, but they must first overcome a series of obstacles and challenges to reach their goal. Along the way, they must navigate through different environments, including forests, temples, and other mysterious places, battle enemies, and collect items to help them in their journey.
Doraemon 3 - Nobita no Machi SOS! (Japan)	Doraemon 3: Nobita no Machi SOS! is based on the popular anime and manga series, Doraemon, and follows the adventures of the titular robotic cat and his human friend, Nobita. The game focuses on adventure and exploration, as players guide Doraemon and his friends through various challenges and puzzles to save the city of the future. The game is set in various locations, including the city of the future and different time periods that players must travel through to progress through the game. The game's setting is largely influenced by the anime and manga series, which features a mix of futuristic and historical elements. The gameplay involves exploration and puzzle-solving, as players navigate through various levels to collect items, defeat enemies, and solve challenges. The game features multiple playable characters, including Doraemon, Nobita, and their friends, each with unique abilities and skills.
Doubutsu Banchou (Japan) (Proto)	Eat or be eaten! Assume the role of an animal in it's early stages of evolutionary development. As your animal instincts take over, you will boldly traverse hostile environments, savagely stalking your prey to assert your place in the animal chain of power. Will you have what it takes to become the new king of beasts?
Doubutsu no Mori (Japan)	In Dōbutsu no Mori, the player arrives at a new town, which they name, and play as a singular character whose name they also choose. The game has no set goal; instead, it is more of a The Sims type of game, in which the player can do what they want, when they want, without rules, goals or time limit. When the player first arrives, they will be given a house to live in. Unfortunately, they have no money, so they must pay off their home loan by earning &quot;bells&quot;, the game's form of currency. Bells can be earned by performing various tasks for the other citizens of the town, catching and selling fish and insects, selling items, finding money in trees, and more. In addition to paying off the loan, money can be used to buy furniture and clothing. The player's home can see further expansions once the loan is paid.
Dr. Mario 64 (USA)	What does Mario do in his spare time? Kill a virus of course. Dr. Mario 64 continues the Tetris style gameplay from the previous versions, as well as adding a 4 player mode.
Dragon Sword 64 (USA) (Proto) (1999-08-25)	Dragon Sword is an unreleased game. In the game, players would have assume the role from one of the four crusaders battling with monsters on a quest against an evil god to save the land of Avantaria and free its people from enslavement. Its gameplay consists of melee focused fights against multiple enemies in dungeon crawler styled levels.
Dual Heroes (USA)	Battle to be the ultimate hero against as one of eight fighters, each with unique fighting style. Train a robot with your style for use against the opposing fighters in Robot Mode, or select five virtual enemies who will train a fighter and become your rival. Single and 2 player multiplayer options included.
Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es)	Marvin The Martian has developed an ultimate weapon that will allow him to finally destroy Earth, which will ultimately allow him to take control of the universe. Upon the demonstration of the weapon, a slight snag hinders Marvin from completing his devious deed. The Weapon is out of Atoms, which it runs on, so he sends his minions (All of which are characters from the Looney Tune universe) to gather Atoms to fuel his weapon. Duck Dodgers is informed by his academy of Marvin's deeds and sets out to find the one-hundred Atoms before Marvin can. This ultimately has Dodgers and his sidekick, Cadet, trekking to four different planets, including a large pirate ship, to obtain the upper-hand over Marvin.
Duke Nukem - Zero Hour (USA)	He's all that stands between us and a Time-Spanning Alien invasion. He's Duke Nukem. Gaming's Greatest Action Hero. And this is his finest hour! Zero Hour! Awesome new enemies! Hilarious gags and one-liners! Same blood and guts attitude! Over 30 gut-wrenching levels set in four action-packed time eras! Incredible Teamplay and Deathmatch modes for up to 4 players! Over 20 all-new weapons of high-octane annihilation.
Duke Nukem 64 (USA)	Duke Nukem 3D makes its way to the N64 for the first time, with plenty of new additions: Weapons: New weapons include two sub-machine guns (one in each hand), the Expander (the bad guys just go pop!) a plasma cannon (which is chargeable) and a grenade launcher. Sadly, there are a few missing from the original PC version, including the Ripper Chaingun, the Devastator, and the Freeze-Ray. Presentation: The biggest changes come here, as there are new areas to explore, some improved environments, and the same wise cracks that have made Duke famous. There are also some jokes hidden away based on classic movies (Clockwork Orange, 12 Monkeys, Mars Attacks and Apocalypse Now). However, there have been plenty of restrictions in this version of Duke 3D. Nintendo have replaced some areas (the porn mag shop has turned into a gun store, the bar is now a burger joint, and the nude women aren't nude anymore), and there is an option available to turn the blood off.
Earthworm Jim 3D (USA)	Earthworm Jim gets squashed by a cow, leaving him dazed and confused. In the aftermath, his marbles go missing, so he must travel into his brain to find them and put everything right. All of the laughs are there from the original platform titles, but now in huge 3D worlds.
ECW Hardcore Revolution (USA)	ECW Hardcore Revolution is a wrestling title developed by Acclaim based on the wrestling promotion Extreme Championship Wrestling. Players can use up to 33 ECW wrestlers including Rob Van Dam, Tazz, Sandman, and many others. The game itself runs on a modified WWF Attitude engine and includes several game modes including Tag Matches, Death Match, Barbed Wire Ring Match, and others. Up to 4 players can play simultaneously.
Eikou no Saint Andrews (Japan)	Eikō no St Andrews is a golf game which focuses on the original course at St Andrews also known as the home of golf. Gameplay modes include training, stroke play, match play and tournament. Depending on the type of game, you can play against one or more players in turn or compete in match or tournament against CPU players. Character models include several professional golfers from that time, although a lot of things are adjustable, include character heights, player names and their hand preference.
Excitebike 64 (USA)	Excitebike 64 is an update to the original Excitebike, for the NES. The outrageous jumps and precision timing required in the original have been translated into a modern 3D racing game. There are several game modes to choose from. First, there is a season mode with multiple skill levels. Completing a 5-race season in first place unlocks special tracks and more difficult classes. Second, there is a exhibition mode which allows you and up to 3 other people to choose a single track to race on. Third, there is a time trial mode in which you try to get the best times on the 20 tracks. Finally. there are multiple special tracks. Some of the special tracks include a point-to-point race through the desert, a hill-climb competition, motocross soccer, and a pixel-perfect conversion of the original Excitebike. Excitebike 64 also includes a track editor for building your own competitions.
Extreme-G (USA)	Blazingly fast futuristic motor cycle racing. Blast your opponents off the track with laser cannons, homing missiles and an assortment of other weapons, such as mines, bombs and tripwires - all at 300 MPH. Includes championship and multiplayer modes, with a tournament mode for 16 players, over a host of tracks set in four different worlds.
Extreme-G XG2 (USA)	Get ready for the ride of your life! Extreme-G 2. Feed the speedfreak within. Faster than the original. And ten times more deadly. One false turn and you're toast! Break the sound barrier with 12 razor-sharp handling evolution bikes. Over 40 twisting tracks. Blast your enemies with Rear-Firing Rockets, Ion Sidecannons, Magnetic Mines and more! Intense 4-player action: Battle Mode, Cup Challenge and Head-to-Head.
F-1 World Grand Prix (USA)	The 1997 Formula One World Championship, won by Canadian Jacques Villeneuve in dramatic fashion after a final-race collision with Germany's Michael Schumacher, is recreated in this racing simulation. You have the chance to set up the car to perfect the handling for each of the 17 diverse circuits. Wet racing is incorporated, with gradual weather chances, as well as tyre wear requiring pitstops. In total there are five distinct gameplay modes. A solo player can play through the entire championship, with practice and qualifying as well as the race against 21 other cars. A Challenge mode including key situations allows you to try to alter the course of history. There is also a 2-player head-to-head mode, Time Attack and one-off races of any length.
F-1 World Grand Prix II (Europe) (En,Fr,De,Es)	The second F1 experience from Paradigm, the direct sequel to F-1 World Grand Prix, has more of the same high speed antics around the Formula 1 circuit. Following the 1998 season, you'll experience all the drivers, tracks and teams and compete in a number of different racing modes, from the usual Grand Prix and Training to Challenge mode, where you'll attempt to complete a range of critical events based on the deal.
F-Zero X (USA)	In this futuristic racer, the key to winning is speed!Choose from 30 different hover-car racers, including updated versions of the Blue Falcon and other vehicles from the original F-Zero, and get ready to play one of the fastest racers ever! Race to the finish line on tracks that twist and turn through the air. However, you will have to avoid the other 29 cars on the track or else face the consequences! If you're in a competitive mood, try to win a Grand Prix Cup, get the fastest lap time in a Time Trial, or destroy the competition in a Death Race. You can also challenge three friends in the Versus mode. With five separate play modes, hidden vehicles and courses, and an excellent sound track, F-Zero X still represents one of the best racing titles to date!
F1 Pole Position 64 (USA) (En,Fr,De)	A Formula 1 racing game, officially acknowledged by the FIA F1 World Championship, containing the 16 World championship circuits of the day, ranging from Monza and the old Hockenheim to Monaco and the Hungaroring. Car setup is highly detailed, reflecting real Formula One and the game's simulation basis. You will have to race in the wet, which means further setup modification to cope with the reduced grip. You can also edit the level of car damage, the pit-car radio, and whether the CPU cars can collide. There are also Battle and Time Trial modes, with your best laptimes recorded.
F1 Racing Championship (Europe) (En,Fr,De,Es,It)	F1 Racing Championship is the third Ubi Soft F1 racing simulation game, published with the FIA license by Video System. It features official tracks, drivers and cars of the 1999 F1 season. The game is based on a new engine bringing a real technological step compared to the two first titles (F1 Racing Simulation and Monaco Grand Prix Racing Simulation 2). Available game modes are Single Race, Grand Prix, Championship, Private Trials and Time Attack. The tracks were modelled in 3D from GPS data sampled on the real roads. There are realistic physics, a telemetry system to analyse behaviour of your car and to tune its settings, complex driving AI, recordable replays, strategy management with animated pit sequences, weather simulation, and LAN support for multiplayer games.
Famista 64 (Japan)	Namco's Famista 64 is the first 64-bit version of its Family Stadium series of baseball games. All of Japan's leading teams from the 1997 season are present and uniforms and stadiums are modeled after their real-life counterparts. League and career modes
FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)	The late-1997 edition of FIFA was heavily tied in with the qualifying procedure for the 1998 World Cup. In the Road to the World Cup mode, you take a team from first qualification through to the main tournament, using the varying systems in different parts of the world. The game features 16 distinct outdoor stadia. The League play features 189 clubs and 11 leagues. Each team has specific crowd chants incorporated into the ambient sound. The action is faster than in previous versions, and AI has been expanded. Players have distinct facial feature and hair styles. Each match is introduced by Des Lynam and commentated on by John Motson and former Scotland international Andy Gray.
FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)	This was the third FIFA title in a little over a year. It incorporates 42 national sides, as well as 250 club teams from 12 different leagues, to play a complete true-to-life season, the preset Super League, or a league or cup of your own design. Formations and tactics can be set, and players can be moved between teams. Gameplay can be viewed from multiple angles. Players have more animation than ever before, with new moves including sliding challenges and close-control trapping. Goalkeepers now have a level of human control.
FIFA Soccer 64 (USA) (En,Fr,De)	The FIFA series introduces itself to the Nintendo 64, with all the football/soccer action one can expect from an EA Sports title. Choose your team, whether it be Manchester Utd or Real Madrid, or even a lowly ranked team, and take them through the ranks of the professional sport right up to the crowned kings of their tournament. You can stick with the local leagues (five in all) or take your team onto the International circuit and compete against every team available.
Fighter Destiny 2 (USA)	The sequel to Fighters Destiny (the title now without the s in 'Fighters') has you again taking your created fighter up the ranks by competing in a number of challenging 1 on 1 battles. As with the first title, the aim is to hit a number of targets on the opposition's body to gain points, as well as knockouts, ring-outs, time expiry and so forth. In total there are over 30 moves to be used. The winner is the one with the most points at the end, which will not necessarily be the one with the most energy left.
Fighters Destiny (USA)	Take a collection of fist-fighters, wrestlers and martial arts experts, and combine them into one tournament. But instead of relying on simply depleting the health bar, you must win points depending on how you defeat an opponent (for example, ring-outs are 1 point, special moves 4 points and countering a special move is 2 points). Game modes include the standard VS. mode, simply defeat everyone you see. VS. Battle allows you to defeat the enemy, then acquire their moves for the next round. The Master Challenge has you spinning a wheel to determine who your fight. Spin up a Master, and you get a tough challenge in which you can win new moves. Spin a Joker, and you simply have a challenge, with nothing to gain, but everything to lose.
Fighting Force 64 (USA)	Fighting Force delivers unparalleled action and tons of attack moves in a fully progressive 3D environment. Smash through an anti-tank barricade, pick up a rocket launcher and torch incoming enemies or knock over a vending machine or fuel tanker to find hidden weapons!
Flying Dragon (USA)	Flying Dragon is a side-view battle game reminiscent of 16-bit titles. It features eight characters to choose from with two main modes of play, &quot;SD&quot; (super deformed) and &quot;Virtual&quot; (ala 'Virtua Fighter' style). SD mode is sort of RPG'ish with treasures you gain from winning battles and becoming a stronger fighter. it has the usual circuit, tournament and practice modes plus a 'treasure box' where you check your existing items, buy new items or trade items you already have for something else. Virtual mode is the more familiar format of a battle game with game modes such as circuit, tournament and practice. It also has 2D and 3D &quot;rules&quot; for how the game is played. 2D is 16-bit arcade style and 3D is more realistic.
Forsaken 64 (USA)	Forsaken is a first-person shoot 'em up in which you have complete movement freedom in 3 dimensions, as you accelerate, swerve and strafe your craft, making for gameplay resembling Descent. Each level has a defined exit which must be reached within a tight time limit. The surrounding areas are collapsing around you, with spikes and turbine fans among your hazards. Be very aware of other craft out to take all you have, as they alter their approach based on your weaponry (from the 25 featured in the game) and past encounters.
Fox Sports College Hoops '99 (USA)	Complete college basketball license featuring over 120 college teams. NCAA Tournament, NCAA Sweet 16 and Final Four. Pre-season and Conference tournaments. In-depth player attributes and skill ratings. Three difficulty levels, easy to learn controls, and multiple camera angles. Authentic college basketball look and feel with real logos, uniforms and home courts, and real college offensive and defensive plays.
Freak Boy (Unknown) (Proto)	On New Years Day, the planets align, allowing alien invaders called ZoS to take over the Solar System by extinguishing the Sun. The hero Freak Boy has to save the inhabitants of Earth by defeating the aliens using his super morphing powers, which allow him to take on the shape and properties of objects he absorbs.
Frogger 2 (USA) (Proto 4)	Frogger 2: Swampy's Revenge is a video game released in 2000. The game is part of the Frogger series, and the sequel to the 1997 remake of Frogger, featuring similar 4-way movement gameplay in a 3D world and 6 different environments. Unlike its predecessor, Frogger 2 featured a choice of different characters to play with in the game, several multiplayer modes, and an in-game storyline. A Nintendo 64 port of the game was planned, but it was cancelled. The sequel to the Original classic (and the so-so 1997 release) changes the way you look at frogs! The stage is set for a totally new adventure where Frogger and his female friend Lillie Frog will need to leap over, dive under, hop through and climb above endless new obstacles and challenges to save the Frog Babies from Frogger's new arch enemy, the dastardly Swampy the Crocodile.
Fushigi no Dungeon - Fuurai no Shiren 2 - Oni Shuurai! Shiren Jou! (Japan)	You are in control of Shiren, a Ronin (masterless Samurai) who travels through a fantasized version of feudal Japan on a search for the Land of the Golden Condor. Joining Shiren on the journey is his weasel sidekick Koppa, and together the two collect mys
Gauntlet Legends (USA)	In ages past, a corrupt mage named Garm used a set of Runestones to summon a demon named Skorne (It is not stated what Garm intended to use Skorne for; however, as Gauntlet Legends introduces Garm as a &quot;greedy young mage&quot;, it can be assumed he wanted Skorne for his own personal gain.) However, Skorne crushed Garm and imprisoned his soul in the Underworld. Skorne, fearing the power of the Runestones, scattered them throughout the four realms, so that they could never be used against him. The player(s) must defeat the end bosses of each of the four realms to obtain the four golden keys which allow access to Skorne's temple. While traveling through each realm, he/she/they must also collect the Thirteen Runestones from where they have been scattered. The complete set of Runestones allows him/her/them to pursue Skorne to the Underworld in order to finally destroy him. The players must find 3 rune stones on each kingdom in order to defeat Skorne in the Underworld, and of course 1 from the battle grounds.
Getter Love!! - Cho Renai Party Game Tanjou (Japan)	Getter Love!! is a dating sim where a high school student and his friends are having a competition to see who will get a girlfriend first. Because of that and unlike other dating sim games you will have to face up to three human or CPU players to win the
Gex 3 - Deep Cover Gecko (USA)	Even a lost island hideaway in the wet South Pacific isn't far enough away from the long arm of Rez. While GEX was whiling away the hours living on the fruits of his recent successes, the madman of the Media Dimension was working on his new hobby - secret agent-napping. Agent Xtra was now struggling for her freedom as a hostage in the lair of Rez. As a master of disguise, GEX had his work cut out for him. Another descent into bad TV movies is at hand. To the GEXCaves!
Gex 64 - Enter the Gecko (USA)	The ultimate free-roaming 3D experience! 24 Media Dimension levels, all designed as sarcastic parodies of popular TV and movies! Master of Disguise GEX sports a secret agent suit, kung fu uniform, spacesuit and other costumes on his quest to save TV from the evil Rez! Over 125 slick gecko moves. Whip-cracking tail attacks, flying karate kicks, tongue-grabbing and climbing up walls. All-new N64 exclusive deep sea level with new swim mechanics and scuba gear!
Glover (USA)	A wizard is mixing up a batch of magic potions, when an explosion sends the gloves off his hands flying into the air. One lands safetly outside the castle, but the other lands in an evil potion mixture. It's this evil glove that decides to take over the castle. Meanwhile, 7 crystals, which used to sit on top of the castle and gave the surrounding lands its life force, also fly off in all directions. Thankfully, though, the good Glove changes the crystals into rubber balls, so that they would land safetly. You must control the good glove (name Glover) and find the 7 crystals, putting them back into the castle to restore the life back into the land. But be careful, the bad glove is out to stop you and take the kingdom, and the wizards power, for his own.
Glover 2 (USA) (Proto 2)	Hasbro Interactive had planned to release a sequel to Glover which had a boxing glove character and was to be released in 2000 named Glover 2 but the idea was scrapped, though gameplay videos and pictures about the game surfaced on nesworld.com, which discovered a work-in-progress version of the game. Just when you thought it was safe to go back... Unique glove & ball gameplay. Real world dynamics. Full environmental interaction. Progressive intergrated plot. Amusing original characters. Fun multiplayer game.
Goemon - Mononoke Sugoroku (Japan)	The game is based on the Ganbare Goemon series and despite the series' relative popularity in the west for the system, the game was released only in Japan. The game is based on the Japanese board game Sugoroku, populated with Konami's array of Ganbare Goemon characters. Up to four players control two dice, and take it in turns to control Goemon, Ebisumaru, Sasuke, or Yae over prerendered boards that resemble previous locations in the Ganbare Goemon series.
Goemon's Great Adventure (USA)	Goemon and his friends return in this side-scrolling sequel to Mystical Ninja Starring Goemon. Bismaru, who looks like Goemon's friend Ebisumaru dressed up as a nun, has swiped a freshly-invented Ghost Returning Machine! With it, he's using planning nothing less than world domination. All Ebisumaru wanted to do with it was meet his ancestor, James Dean! Help Goemon and his friends retrieve the Machine, and bust some ghosts on the way. Mystical Ninja 2 reverts back to the traditional side-scrolling 2D platforming style of the SNES games. However, due to to the Nintendo 64's 3D capabilities, you'll encounter massive bosses and detailed worlds as you make your way through Japan. To attack, you can either hurl coins, or use each character's specific weapon, such as Goemon's trademark pipe. Two players can also play simultaneously and work together to beat foes, and you can even ride piggy-back onto your friend.
Golden Nugget 64 (USA)	Real-time 3D casino play on the Nintendo 64, set inside the famous Golden Nugget casino in Las Vegas. Features include a fast and simple interface, 15 classic games of chance and 4-player simultaneous play. Try your hand at Black Jack, Craps, 5-Card Draw, 7-Card Stud, Texas Hold 'em, Mini Baccarat, Big Six, Roulette, Video Poker, and an array Slot Machines.
GoldenEye 007 (USA)	In this 3D action game, you control James Bond from a first-person perspective, using a variety of weapons (from knuckles to grenade launcher) to eliminate your foes. However, many parts require you to be careful, to stay unnoticed or to snipe guards from distance, since they will react to your presence and alarm their comrades. The game is divided into missions, and in some of them you'll have to perform other tasks besides killing your enemies: disarm bombs, take pictures of important evidence, or avoid killing scientists. The game features a multiplayer mode with a variety of options, and three difficulty levels.
GT 64 - Championship Edition (USA)	GT 64, short for Grand Tour 64, is a 3D racing game for the Nintendo 64. It features cars and drivers from the All-Japan GT Championship season of 1997 as it is an officially licensed game. There are three stages with each a long and a short version counting six tracks in total situated in Japan, the USA and Europe. All of them are located in urban settings. You can opt to race three, six, twelve or 24 laps on each track. There are fourteen cars available to race in and they can be manually tweaked to improve performance. The Japanese re-release of the game includes two new tracks based on the 1998 season.
Hamster Monogatari 64 (Japan)	Hamster Monogatari 64 is a virtual pet simulation game and is a part of the &quot;Hamster Monogatari&quot; series; the only one that was released on the Nintendo 64 platform. In the game, players take care of and raise their own hamsters. There are ten different types of hamsters to choose from, each with its own unique personality and appearance. Players must feed, play with, and take care of their hamsters to keep them healthy and happy. If you neglect their needs, they may become ill or injured. In that case, you can take them to the hospital to get treated.
Harukanaru Augusta - Masters '98 (Japan)	Japan-only golf game. Once again featuring the August golf course, but this time with a full 3D dynamic camera. As with all golf games from T&E it plays a very good game of golf, though the menu interface is not as straightforward as other games in the series. The engine was later used for one additional golf game on N64.
Harvest Moon 64 (USA)	In Harvest Moon 64, your objective is to restore a run-down farm that you've inherited from your grandfather, who has died recently. In the village many people help you out on your long journey. During this time you can attend festivals, race in horse races, farm, tend to your livestock, add to your house, get married, or maybe even have a child. There are 5 beautiful women to be chosen from, each having their own jobs and personalities. At the end the player's parents come by and rate them after 2 and a half years of performance. The option then exists either to keep going or stop there. The real question is if you're up for the challenge.
Heiwa Pachinko World 64 (Japan)	Heiwa Pachinko World 64 is a virtual pachinko game. The game is set in a bright and colorful pachinko parlor where players can experience the thrill of playing one of Japan's most popular pastimes. The game's objective is to gather basic knowledge about all the machines, combine that with knowledge about how the parlors operate, and which machines are paying out the most, then use that knowledge to exploit the game and win as much as possible. In the game, players control a small ball that they shoot into a pachinko machine, a vertical pinball-like device. The ball bounces around the machine, hitting various pins and bumpers, and eventually falls into a scoring pocket. Players earn points based on where the ball lands, and can potentially win more balls to continue playing.
Hercules - The Legendary Journeys (USA)	Ares, Hercules' brother, forms a plan to dethrone Zeus with the help of Hera. Zeus mysteriously disappears, and a struggle for power corrupts the immortal realm. The Gods, unaware of the true nature of the disturbance, flee to the mortal realm in a search to find the reason for the turmoil. Hercules, a man whose strength is like nothing ever seen, is the only one who can save the world, both mortal and immortal, and his father from certain doom. Take control of the legendary hero as you travel around the land in search of Zeus, and to stop Ares from completing his plan. Based on the TV series of the same name, you can also take control of fellow heroes Iolaus and Serena, each with abilities that aid Hercules' task.
Hexen (USA)	While you were battling the evil forces of D'Sparil, the other Serpent Riders were busy sowing the seeds of destruction in other dimensions. One such dimension is the decaying world where Hexen takes place. Only three humans - a warrior, a mage and a cleric - have escaped the leader's vicious spell. Now these three brave souls have sworn to crush the evil regime that threatens to destroy the world forever. Become one of three heroes. Wield superhuman powers and lethal weapons. Walk. Run. Fly. Track down powerful artifacts and cast wicked spells.
Hey You, Pikachu! (USA)	For the first time ever, you can actually talk to your favorite Pokemon. Tag along with Pikachu as it goes through its daily routines, taking field trips, going fishing and having picnics, becoming better friends with each passing day. Pikachu will hear and react to the words you say. The more you speak the closer friends you'll be!
Hot Wheels - Turbo Racing (USA)	Hot Wheels Turbo Racing is a racing video game for the Nintendo 64 released in 1999. It features vehicles based on the Hot Wheels series of toys. It also features Kyle Petty's 1999 NASCAR stock car, as it was sponsored by Hot Wheels. It also features music from artists like Primus and Mix Master Mike. The focus of the game is racing one of a selection of cars through various themed tracks. Secret tracks can be accessed by winning and new cars can be used by finding the 'new car' bonuses hidden in each stage.
Hybrid Heaven (USA)	Aliens are trying to take over the US by eventually replacing the President with a clone. To do this, they begin by replacing advisors and Secret Service operatives with clones. One of these clones is scheduled to meet with a collaborator named Diaz in a Manhattan Subway, to get weapons for the Presidential Replacement. The clone arrives at the meeting, and sees Diaz with two Men in Black. As the clone approaches, Diaz starts hearing voices, and shoots the clone. He gets taken down an elevator, where, in his struggles to escape the Men in Black, he falls off the elevator. His fall is slowed by the anti-gravity device that powers the elevator, and he begins his journey into the underground facility. Two styles of gameplay: Overworld and Battle.
Hydro Thunder (USA)	Port of Midway's arcade boat-racer. The premise is non-existent, you simply rev up the engines and go on 13 water courses set in Antarctica, the far east, the Greek isles, etc. on different types of futuristic boats. Races use the usual arcade checkpoint system and scattered across the courses you'll find an assortment of power-ups and upgrades like nitro boosters. Graphics are entirely 3D with reflective water effects and realistic bouncing and bucking in the boats. Multiplayer competitions are supported for 2 players on the PlayStation version.
Ide Yosuke no Mahjong Juku (Japan)	Ide Yōsuke no Mahjong Juku, also known as Yosuke Ide Mahjong Cram School, is a mahjong video game and features interactive replays of the games of the 1997 Autumn Seta Haisou Datsu Mahjong Japan Series. Yosuke Ide, a former Japanese Mahjong Champion, oversaw the game's development as a pro-Mahjong player, and the game's story mode competition spans over two years. The game is based on the teachings of the professional Japanese mahjong player, who serves as the game's instructor and guide.
